title	closest neighbor(s)	description	perfect k-mer	imperfect k-mer	length difference
Uniq3944;size=1;	Uniq0002;size=3835;	NOISY VARIANT	1	3	1
Uniq3975;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq4026;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq4072;size=1;	Uniq0002;size=3835;	NOISY VARIANT	1	3	1
Uniq4086;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq4145;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq4159;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq4174;size=1;	Uniq0002;size=3835;	NOISY VARIANT	1	3	0
Uniq4215;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq4240;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq4259;size=1;	Uniq0002;size=3835;	NOISY VARIANT	1	3	0
Uniq4284;size=1;	Uniq0002;size=3835;	NOISY VARIANT	2	4	0
Uniq4298;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq4305;size=1;	Uniq0002;size=3835;	NOISY VARIANT	0	0	0
Uniq4307;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq4374;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	4	0
Uniq4427;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq4462;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq4513;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	1	0
Uniq4538;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq4553;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq4575;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq4576;size=1;	Uniq0002;size=3835;	NOISY VARIANT	2	0	1
Uniq4579;size=1;	Uniq0002;size=3835;	NOISY VARIANT	2	0	1
Uniq4586;size=1;	Uniq0002;size=3835;	NOISY VARIANT	2	4	0
Uniq4621;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq4623;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq4655;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq4658;size=1;	Uniq0002;size=3835;	NOISY VARIANT	1	3	0
Uniq4722;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq4752;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq4760;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq4770;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq4772;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq4796;size=1;	Uniq0002;size=3835;	NOISY VARIANT	2	4	0
Uniq4802;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq4839;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq4844;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq4854;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq4962;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq5020;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq5025;size=1;	Uniq0002;size=3835;	NOISY VARIANT	2	4	0
Uniq5046;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq5047;size=1;	Uniq0002;size=3835;	NOISY VARIANT	0	0	0
Uniq5057;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq5141;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq5146;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq5157;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq5164;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq5174;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq5221;size=1;	Uniq0002;size=3835;	NOISY VARIANT	1	3	0
Uniq5266;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq5267;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq5269;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq5314;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq5321;size=1;	Uniq0002;size=3835;	NOISY VARIANT	2	4	0
Uniq5329;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	4	0
Uniq5344;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq5359;size=1;	Uniq0002;size=3835;	NOISY VARIANT	1	3	0
Uniq5385;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq5388;size=1;	Uniq0002;size=3835;	NOISY VARIANT	2	4	0
Uniq5391;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq5393;size=1;	Uniq0002;size=3835;	NOISY VARIANT	1	3	0
Uniq5414;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq5439;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq5448;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq5454;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq5457;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq5481;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq5499;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq5508;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq5510;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq5513;size=1;	Uniq0002;size=3835;	NOISY VARIANT	2	4	0
Uniq5576;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq5582;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	1
Uniq5596;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq5609;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	4	1
Uniq5612;size=1;	Uniq0002;size=3835;	NOISY VARIANT	2	4	0
Uniq5637;size=1;	Uniq0002;size=3835;	NOISY VARIANT	1	3	0
Uniq5681;size=1;	Uniq0002;size=3835;	NOISY VARIANT	2	0	1
Uniq5703;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq5710;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq5724;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq5767;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	4	1
Uniq5796;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq5801;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq5839;size=1;	Uniq0002;size=3835;	NOISY VARIANT	2	4	1
Uniq5840;size=1;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq5874;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq5887;size=1;	Uniq0002;size=3835;	NOISY VARIANT	2	0	1
Uniq5921;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	4	0
Uniq5972;size=1;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq0002;size=3835;	*	VARIANT	*	*	*
Uniq0017;size=52;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0048;size=24;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0053;size=23;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0085;size=19;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0214;size=10;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0267;size=8;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0277;size=8;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0298;size=8;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0299;size=8;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0307;size=8;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0320;size=7;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0323;size=7;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0335;size=7;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0338;size=7;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0341;size=7;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0349;size=7;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0360;size=7;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0368;size=6;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0370;size=6;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0372;size=6;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0382;size=6;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0384;size=6;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0396;size=6;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0414;size=6;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0418;size=6;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0419;size=6;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0442;size=5;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0445;size=5;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0448;size=5;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0454;size=5;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq0461;size=5;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0468;size=5;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0471;size=5;	Uniq0003;size=2044;	NOISY VARIANT	2	4	1
Uniq0477;size=5;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0480;size=5;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0482;size=5;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0487;size=5;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0491;size=5;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq0506;size=5;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0518;size=5;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0519;size=5;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0543;size=4;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0545;size=4;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0555;size=4;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq0557;size=4;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0558;size=4;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0574;size=4;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0578;size=4;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0579;size=4;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0589;size=4;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0603;size=4;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0604;size=4;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0610;size=4;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0612;size=4;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0614;size=4;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0618;size=4;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0624;size=4;	Uniq0003;size=2044;	NOISY VARIANT	3	1	0
Uniq0637;size=4;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0640;size=4;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0642;size=4;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0643;size=4;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0645;size=4;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0646;size=4;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0658;size=4;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0660;size=4;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0669;size=4;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0682;size=4;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0683;size=4;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0689;size=4;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0693;size=4;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0696;size=4;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0699;size=4;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0704;size=4;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0710;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0714;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0725;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0740;size=3;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0741;size=3;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0747;size=3;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0753;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0754;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0762;size=3;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq0772;size=3;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0776;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0777;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0781;size=3;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0782;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0786;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0792;size=3;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0798;size=3;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0801;size=3;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq0804;size=3;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0816;size=3;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0817;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0823;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0824;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0825;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0826;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0833;size=3;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0834;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0835;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0842;size=3;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0846;size=3;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0849;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0850;size=3;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0851;size=3;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0859;size=3;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0861;size=3;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0862;size=3;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0868;size=3;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0875;size=3;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0876;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0877;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0885;size=3;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0888;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0891;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0892;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0896;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0902;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0908;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0910;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0934;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0938;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0942;size=3;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq0943;size=3;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0950;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0952;size=3;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0953;size=3;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0959;size=3;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0966;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0968;size=2;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0973;size=2;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0974;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq0977;size=2;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq0984;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq0995;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq0996;size=2;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq1001;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq1008;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1023;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1024;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1036;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1041;size=2;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq1044;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq1046;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1055;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq1063;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1070;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1071;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1073;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1090;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1092;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq1095;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1097;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1108;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1112;size=2;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq1117;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1129;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1152;size=2;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq1154;size=2;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq1158;size=2;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq1163;size=2;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq1186;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1194;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq1201;size=2;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq1208;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1209;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1211;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1213;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq1217;size=2;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq1218;size=2;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq1219;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1225;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1233;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1241;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq1257;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1261;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq1262;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq1264;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq1265;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1283;size=2;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq1288;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1290;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1296;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1301;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1322;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1332;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1344;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1346;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1349;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq1362;size=2;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq1364;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1369;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq1378;size=2;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq1384;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1385;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq1386;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1387;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1393;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq1402;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq1404;size=2;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq1409;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq1410;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1429;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1436;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1437;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1441;size=2;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1445;size=2;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq1450;size=2;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1464;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1500;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1509;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1538;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	4	1
Uniq1570;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1571;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1613;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1641;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	1
Uniq1701;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1761;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1763;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1776;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq1785;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1789;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1803;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq1861;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1872;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq1907;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq1947;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq1953;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq1958;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	0	1
Uniq1963;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq2023;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq2073;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq2079;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq2085;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq2089;size=1;	Uniq0003;size=2044;	NOISY VARIANT	2	4	0
Uniq2090;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq2095;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq2196;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq2266;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq2271;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq2282;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq2290;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	2	0
Uniq2301;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
Uniq2330;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq2352;size=1;	Uniq0003;size=2044;	NOISY VARIANT	4	0	0
Uniq2376;size=1;	Uniq0003;size=2044;	NOISY VARIANT	3	3	0
